"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Andaman and Nicobar","Nicobar","Car Nicobar","Amaranthus","Other","24/07/2019","4000","8000","6000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Bitter gourd","Other","24/07/2019","12000","18000","15000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Bottle gourd","Other","24/07/2019","4000","8000","6000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Brinjal","Other","24/07/2019","10000","14000","12000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Cabbage","Other","24/07/2019","8000","12000","10000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Carrot","Other","24/07/2019","10000","15000","12000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Cauliflower","Other","24/07/2019","12000","18000","15000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Cowpea(Veg)","Other","24/07/2019","6000","9000","8000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Cucumbar(Kheera)","Other","24/07/2019","6000","10000","8000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Drumstick","Other","24/07/2019","12000","18000","15000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Ginger(Green)","Other","24/07/2019","23000","28000","25000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Little gourd (Kundru)","Other","24/07/2019","10000","15000","12000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Raddish","Other","24/07/2019","4000","8000","6000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Snakeguard","Other","24/07/2019","6000","10000","8000"
"Andaman and Nicobar","Nicobar","Car Nicobar","Tomato","Other","24/07/2019","8000","12000","10000"
"Andhra Pradesh","Chittor","Kalikiri","Tomato","Local","24/07/2019","1000","3000","2000"
"Andhra Pradesh","Chittor","Mulakalacheruvu","Tomato","Local","24/07/2019","1300","2800","2200"
"Andhra Pradesh","Chittor","Palamaner","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1000","2000","1500"
"Andhra Pradesh","Chittor","Palamaner","Bitter gourd","Bitter Gourd","24/07/2019","1500","2500","2000"
"Andhra Pradesh","Chittor","Palamaner","Bottle gourd","Bottle Gourd","24/07/2019","250","750","500"
"Andhra Pradesh","Chittor","Palamaner","Brinjal","Brinjal","24/07/2019","1500","2500","2000"
"Andhra Pradesh","Chittor","Palamaner","Cabbage","Cabbage","24/07/2019","750","1250","1000"
"Andhra Pradesh","Chittor","Palamaner","Carrot","Carrot","24/07/2019","500","1000","750"
"Andhra Pradesh","Chittor","Palamaner","Cauliflower","Cauliflower","24/07/2019","500","1500","1000"
"Andhra Pradesh","Chittor","Palamaner","Cluster beans","Cluster Beans","24/07/2019","1000","2000","1500"
"Andhra Pradesh","Chittor","Palamaner","Cucumbar(Kheera)","Cucumbar","24/07/2019","250","750","500"
"Andhra Pradesh","Chittor","Palamaner","Green Chilli","Green Chilly","24/07/2019","1000","2000","1500"
"Andhra Pradesh","Chittor","Palamaner","Raddish","Raddish","24/07/2019","500","1500","1000"
"Andhra Pradesh","Chittor","Palamaner","Ridgeguard(Tori)","Ridgeguard(Tori)","24/07/2019","750","1750","1250"
"Andhra Pradesh","Chittor","Palamaner","Tomato","Hybrid","24/07/2019","400","2000","1200"
"Andhra Pradesh","Chittor","Vayalapadu","Tomato","Local","24/07/2019","800","3600","2200"
"Andhra Pradesh","Guntur","Duggirala","Turmeric","Bulb","24/07/2019","5050","6081","5721"
"Andhra Pradesh","Guntur","Duggirala","Turmeric","Finger","24/07/2019","5050","6081","5721"
"Andhra Pradesh","Guntur","Guntur","Dry Chillies","Guntur","24/07/2019","4000","12800","11000"
"Andhra Pradesh","Guntur","Guntur","Dry Chillies","Red","24/07/2019","3000","13200","11000"
"Andhra Pradesh","Guntur","Guntur","Dry Chillies","Red New","24/07/2019","4000","14000","12000"
"Andhra Pradesh","Guntur","Guntur","Dry Chillies","Red Top","24/07/2019","3600","13400","10000"
"Andhra Pradesh","Guntur","Guntur","Dry Chillies","White","24/07/2019","2600","9600","4500"
"Andhra Pradesh","Kurnool","Adoni","Groundnut","Balli/Habbu","24/07/2019","4266","6437","5367"
"Andhra Pradesh","Kurnool","Atmakur","Maize","Hybrid/Local","24/07/2019","1700","1700","1700"
"Andhra Pradesh","Kurnool","Atmakur","Paddy(Dhan)(Common)","Sona Mahsuri","24/07/2019","1750","1750","1750"
"Andhra Pradesh","Kurnool","Banaganapalli","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4700","4900","4800"
"Andhra Pradesh","Kurnool","Banaganapalli","Jowar(Sorghum)","Jowar ( White)","24/07/2019","2400","2600","2500"
"Andhra Pradesh","Kurnool","Banaganapalli","Paddy(Dhan)(Common)","Sona Mahsuri","24/07/2019","1900","2100","2000"
"Andhra Pradesh","Kurnool","Kurnool","Arhar (Tur/Red Gram)(Whole)","Local","24/07/2019","5189","5675","5189"
"Andhra Pradesh","Kurnool","Kurnool","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4150","4620","4150"
"Andhra Pradesh","Kurnool","Kurnool","Castor Seed","Other","24/07/2019","4491","4859","4491"
"Andhra Pradesh","Kurnool","Kurnool","Groundnut","Local","24/07/2019","4938","6889","5609"
"Andhra Pradesh","Kurnool","Kurnool","Onion","Local","24/07/2019","800","1350","1350"
"Andhra Pradesh","Kurnool","Nandikotkur","Bengal Gram(Gram)(Whole)","Gulabi","24/07/2019","4620","4620","4620"
"Andhra Pradesh","Kurnool","Nandikotkur","Maize","Hybrid","24/07/2019","1700","1700","1700"
"Andhra Pradesh","Kurnool","Nandikotkur","Paddy(Dhan)(Common)","Sona","24/07/2019","1750","1750","1750"
"Andhra Pradesh","Kurnool","Nandyal","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4650","4750","4700"
"Andhra Pradesh","Kurnool","Nandyal","Paddy(Dhan)(Common)","Sona Mahsuri","24/07/2019","1750","1850","1800"
"Andhra Pradesh","Kurnool","Pattikonda","Onion","Local","24/07/2019","2000","2500","2300"
"Andhra Pradesh","Kurnool","Pattikonda","Tomato","Local","24/07/2019","3500","4000","3800"
"Andhra Pradesh","Visakhapatnam","Anakapally","Gur(Jaggery)","NO 2","24/07/2019","3150","3480","3315"
"Andhra Pradesh","Visakhapatnam","Anakapally","Gur(Jaggery)","NO 3","24/07/2019","2880","2970","2925"
"Andhra Pradesh","West Godavari","Chintalapudi","Paddy(Dhan)(Common)","1001","24/07/2019","1650","1750","1700"
"Andhra Pradesh","West Godavari","Penugonda","Paddy(Dhan)(Common)","1001","24/07/2019","1700","1770","1750"
"Andhra Pradesh","West Godavari","Polavaram","Lemon","Lemon","24/07/2019","2000","3000","2600"
"Andhra Pradesh","West Godavari","Tanuku","Paddy(Dhan)(Common)","MTU-1010","24/07/2019","1800","1830","1815"
"Assam","Cachar","Cachar","Rice","Common","24/07/2019","2200","2500","2400"
"Assam","Cachar","Cachar","Rice","Fine","24/07/2019","2500","3000","2800"
"Assam","Dhubri","Gauripur","Green Gram (Moong)(Whole)","Green (Whole)","24/07/2019","6400","6680","6500"
"Assam","Dhubri","Gauripur","Maida Atta","Maida Atta","24/07/2019","2400","2740","2560"
"Assam","Dhubri","Gauripur","Rice","Fine","24/07/2019","3500","5000","4500"
"Assam","Dhubri","Gauripur","Rice","Medium","24/07/2019","1800","3100","2500"
"Assam","Dhubri","Gauripur","Wheat Atta","Wheat Atta","24/07/2019","2300","2500","2400"
"Assam","Hailakandi","Hailakandi","Rice","Common","24/07/2019","2200","2500","2400"
"Assam","Hailakandi","Hailakandi","Rice","Fine","24/07/2019","2500","3000","2800"
"Assam","Jorhat","Jorhat","Garlic","Garlic","24/07/2019","7500","9000","8500"
"Assam","Jorhat","Jorhat","Onion","Onion","24/07/2019","1950","2100","2000"
"Assam","Jorhat","Jorhat","Potato","Potato","24/07/2019","1050","1100","1080"
"Assam","Jorhat","Jorhat","Rice","Common","24/07/2019","2500","7000","3400"
"Assam","Jorhat","Jorhat","Wheat Atta","Wheat Atta","24/07/2019","2600","3200","2800"
"Assam","Kamrup","Pamohi(Garchuk)","Bitter gourd","Bitter Gourd","24/07/2019","3000","3800","3500"
"Assam","Kamrup","Pamohi(Garchuk)","Brinjal","Brinjal","24/07/2019","3600","4400","4000"
"Assam","Kamrup","Pamohi(Garchuk)","Cabbage","Cabbage","24/07/2019","1800","2000","1900"
"Assam","Kamrup","Pamohi(Garchuk)","Cucumbar(Kheera)","Cucumbar","24/07/2019","2000","2500","2300"
"Assam","Kamrup","Pamohi(Garchuk)","Garlic","Garlic","24/07/2019","7000","9000","8500"
"Assam","Kamrup","Pamohi(Garchuk)","Green Chilli","Green Chilly","24/07/2019","9000","10000","9500"
"Assam","Kamrup","Pamohi(Garchuk)","Onion","Onion","24/07/2019","2200","2500","2400"
"Assam","Kamrup","Pamohi(Garchuk)","Pointed gourd (Parval)","Pointed gourd (Parval)","24/07/2019","2500","3200","3000"
"Assam","Kamrup","Pamohi(Garchuk)","Potato","Potato","24/07/2019","1400","1700","1500"
"Assam","Kamrup","Pamohi(Garchuk)","Pumpkin","Pumpkin","24/07/2019","1200","1600","1400"
"Assam","Kamrup","Pamohi(Garchuk)","Ridgeguard(Tori)","Ridgeguard(Tori)","24/07/2019","2000","2500","2300"
"Assam","Kamrup","Pamohi(Garchuk)","Tomato","Tomato","24/07/2019","3500","4500","4000"
"Assam","Karimganj","Karimganj","Arecanut(Betelnut/Supari)","Raw","24/07/2019","4500","5500","5000"
"Assam","Karimganj","Karimganj","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","5500","6000","5800"
"Assam","Karimganj","Karimganj","Maida Atta","Maida Atta","24/07/2019","2600","2800","2700"
"Assam","Karimganj","Karimganj","Rice","Medium","24/07/2019","2400","2500","2450"
"Assam","Karimganj","Karimganj","Wheat Atta","Wheat Atta","24/07/2019","2600","2800","2700"
"Assam","Kokrajhar","Srirampur","Jute","TD-5","24/07/2019","2800","3500","3000"
"Assam","Kokrajhar","Srirampur","Rice","Common","24/07/2019","2400","3200","2800"
"Assam","Lakhimpur","North Lakhimpur","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","24/07/2019","7100","7600","7400"
"Assam","Lakhimpur","North Lakhimpur","Green Gram (Moong)(Whole)","Green (Whole)","24/07/2019","7600","8900","8400"
"Assam","Lakhimpur","North Lakhimpur","Green Peas","Green Peas","24/07/2019","6000","6600","6300"
"Assam","Lakhimpur","North Lakhimpur","Lentil (Masur)(Whole)","Masur Dal","24/07/2019","6500","6900","6700"
"Assam","Lakhimpur","North Lakhimpur","Peas(Dry)","Peas(Dry)","24/07/2019","5700","6000","5900"
"Assam","Lakhimpur","North Lakhimpur","Rice","Common","24/07/2019","2500","2800","2600"
"Assam","Lakhimpur","North Lakhimpur","Rice","Fine","24/07/2019","3000","3800","3570"
"Assam","Lakhimpur","North Lakhimpur","Rice","Super Fine","24/07/2019","5000","6000","5500"
"Assam","Nalbari","Nalbari","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7000","8500","7600"
"Assam","Nalbari","Nalbari","Bengal Gram(Gram)(Whole)","Bengal Gram Dal","24/07/2019","5500","6500","6050"
"Assam","Nalbari","Nalbari","Green Gram Dal (Moong Dal)","Green Gram Dal","24/07/2019","7200","8500","7950"
"Assam","Nalbari","Nalbari","Gur(Jaggery)","Red","24/07/2019","3600","4000","3800"
"Assam","Nalbari","Nalbari","Lentil (Masur)(Whole)","Masur Dal","24/07/2019","5200","5600","5350"
"Assam","Nalbari","Nalbari","Maida Atta","Maida Atta","24/07/2019","2500","2600","2550"
"Assam","Nalbari","Nalbari","Rice","Common","24/07/2019","2200","2800","2550"
"Assam","Nalbari","Nalbari","Rice","Fine","24/07/2019","2800","3800","3300"
"Assam","Nalbari","Nalbari","Rice","Super Fine","24/07/2019","3800","6500","5150"
"Assam","Nalbari","Nalbari","Wheat Atta","Wheat Atta","24/07/2019","2400","2500","2450"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Bottle gourd","Other","24/07/2019","1400","2200","1800"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Cauliflower","Other","24/07/2019","1500","2500","2000"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Cucumbar(Kheera)","Other","24/07/2019","1200","2500","1850"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Ginger(Green)","Other","24/07/2019","6000","12000","9000"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Green Chilli","Other","24/07/2019","1000","2000","1500"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Lemon","Other","24/07/2019","3000","4000","3500"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Mango","Other","24/07/2019","2000","6000","4000"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Mousambi(Sweet Lime)","Other","24/07/2019","2000","6000","4000"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Onion","Other","24/07/2019","500","1700","1100"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Peas Wet","Other","24/07/2019","2000","5000","3500"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Pomegranate","Other","24/07/2019","2000","7000","4500"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Potato","Other","24/07/2019","300","1400","850"
"Chandigarh","Chandigarh","Chandigarh(Grain/Fruit)","Tomato","Other","24/07/2019","2000","4000","3000"
"Chattisgarh","Balodabazar","Kasdol","Paddy(Dhan)(Common)","Paddy","24/07/2019","1200","1400","1300"
"Chattisgarh","Balrampur","Ramanujganj","Maize","Local","24/07/2019","1710","1710","1710"
"Chattisgarh","Balrampur","Ramanujganj","Myrobolan(Harad)","Myrobolan","24/07/2019","20","20","20"
"Chattisgarh","Balrampur","Ramanujganj","Wheat","Local","24/07/2019","1840","1840","1840"
"Chattisgarh","Bilaspur","Kota","Paddy(Dhan)(Common)","Paddy","24/07/2019","1300","1300","1300"
"Chattisgarh","Bilaspur","Ratanpur","Paddy(Dhan)(Common)","Paddy","24/07/2019","1550","1550","1550"
"Chattisgarh","Bilaspur","Sakri","Paddy(Dhan)(Common)","Swarna Masuri (OLD)","24/07/2019","1500","1500","1500"
"Chattisgarh","Bilaspur","Takhatpur","Paddy(Dhan)(Common)","Swarna Masuri (OLD)","24/07/2019","1300","1500","1500"
"Chattisgarh","Dantewada","Gidam","Mahua","Other","24/07/2019","1700","1800","1750"
"Chattisgarh","Dantewada","Gidam","Tamarind Seed","Tamarind Seed","24/07/2019","2200","2500","2250"
"Chattisgarh","Dhamtari","Belargaon","Paddy(Dhan)(Common)","I.R. 36","24/07/2019","1300","1400","1350"
"Chattisgarh","Dhamtari","Boraee","Maize","Medium","24/07/2019","1700","1700","1700"
"Chattisgarh","Dhamtari","Boraee","Paddy(Dhan)(Common)","I.R. 36","24/07/2019","1300","1400","1350"
"Chattisgarh","Dhamtari","Gattasilli","Paddy(Dhan)(Common)","I.R. 36","24/07/2019","1300","1400","1350"
"Chattisgarh","Dhamtari","Nagari","Paddy(Dhan)(Common)","I.R. 36","24/07/2019","1300","1350","1300"
"Chattisgarh","Durg","Durg","Apple","Other","24/07/2019","10000","15000","12500"
"Chattisgarh","Durg","Durg","Banana - Green","Other","24/07/2019","1000","1200","1100"
"Chattisgarh","Durg","Durg","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1200","1600","1400"
"Chattisgarh","Durg","Durg","Bitter gourd","Bitter Gourd","24/07/2019","2700","3000","2800"
"Chattisgarh","Durg","Durg","Bottle gourd","Other","24/07/2019","600","1000","800"
"Chattisgarh","Durg","Durg","Cabbage","Other","24/07/2019","2900","3000","2950"
"Chattisgarh","Durg","Durg","Capsicum","Other","24/07/2019","2000","3000","2500"
"Chattisgarh","Durg","Durg","Cauliflower","Other","24/07/2019","3800","4000","3900"
"Chattisgarh","Durg","Durg","Cucumbar(Kheera)","Cucumbar","24/07/2019","1500","1700","1600"
"Chattisgarh","Durg","Durg","Onion","Other","24/07/2019","1300","1500","1400"
"Chattisgarh","Durg","Durg","Potato","Other","24/07/2019","1300","1500","1400"
"Chattisgarh","Durg","Durg","Tomato","Local","24/07/2019","3900","4100","4000"
"Chattisgarh","Janjgir","Akaltara","Paddy(Dhan)(Common)","Paddy Medium","24/07/2019","1470","1471","1470"
"Chattisgarh","Janjgir","Champa","Paddy(Dhan)(Common)","Paddy","24/07/2019","1350","1350","1350"
"Chattisgarh","Janjgir","Jaijaipur","Paddy(Dhan)(Common)","Sona","24/07/2019","1500","1500","1500"
"Chattisgarh","Janjgir","Naila","Paddy(Dhan)(Common)","MTU-1010","24/07/2019","1500","1500","1500"
"Chattisgarh","Janjgir","Shakti","Paddy(Dhan)(Common)","Paddy","24/07/2019","1400","1450","1400"
"Chattisgarh","Kanker","Amoda","Paddy(Dhan)(Common)","1001","24/07/2019","1300","1300","1300"
"Chattisgarh","Kanker","Bardewri","Paddy(Dhan)(Common)","Fine","24/07/2019","1300","1300","1300"
"Chattisgarh","Kanker","Charama","Paddy(Dhan)(Common)","Other","24/07/2019","1500","1510","1505"
"Chattisgarh","Kanker","Dudhawa","Paddy(Dhan)(Common)","Fine","24/07/2019","1300","1300","1300"
"Chattisgarh","Kanker","Kanker","Paddy(Dhan)(Common)","1001","24/07/2019","1300","1300","1300"
"Chattisgarh","Kanker","Lakhanpuri","Paddy(Dhan)(Common)","Other","24/07/2019","1500","1510","1505"
"Chattisgarh","Kanker","Narharpur","Paddy(Dhan)(Common)","Other","24/07/2019","1500","1510","1505"
"Chattisgarh","Kanker","Sarona","Paddy(Dhan)(Common)","Fine","24/07/2019","1300","1300","1300"
"Chattisgarh","Korba","Katghora","Mahua","Other","24/07/2019","2500","2500","2500"
"Chattisgarh","Raigarh","Raigarh","Onion","Other","24/07/2019","1200","1500","1200"
"Chattisgarh","Raigarh","Raigarh","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1350","1350","1350"
"Chattisgarh","Raigarh","Raigarh","Tomato","Other","24/07/2019","2000","2500","2000"
"Chattisgarh","Raipur","Arang","Paddy(Dhan)(Common)","Paddy Medium","24/07/2019","1400","1400","1400"
"Chattisgarh","Rajnandgaon","Dongargarh","Paddy(Dhan)(Common)","1001","24/07/2019","1500","1770","1750"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Banana","Banana - Ripe","24/07/2019","2200","2200","2200"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1200","1200","1200"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Brinjal","Brinjal","24/07/2019","800","800","800"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Cabbage","Cabbage","24/07/2019","2000","2000","2000"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Lemon","Lemon","24/07/2019","3000","3000","3000"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Mango","Badami","24/07/2019","5000","5000","5000"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Mousambi(Sweet Lime)","Mousambi","24/07/2019","4000","4000","4000"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Onion","Onion","24/07/2019","1800","1800","1800"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Potato","Potato","24/07/2019","1200","1200","1200"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Raddish","Raddish","24/07/2019","1800","1800","1800"
"Chattisgarh","Rajnandgaon","Rajnandgaon","Tomato","Local","24/07/2019","2500","2500","2500"
"Chattisgarh","Surajpur","Pratappur","Groundnut","Local","24/07/2019","4900","4900","4900"
"Chattisgarh","Surajpur","Surajpur","Paddy(Dhan)(Common)","I.R. 36","24/07/2019","1430","1430","1430"
"Chattisgarh","Surguja","Ambikapur","Paddy(Dhan)(Common)","Fine","24/07/2019","2800","2800","2800"
"Chattisgarh","Surguja","Ambikapur","Paddy(Dhan)(Common)","Paddy","24/07/2019","1420","1775","1775"
"Goa","North Goa","Valpol","Arecanut(Betelnut/Supari)","Red","24/07/2019","18500","18500","18500"
"Goa","North Goa","Valpol","Arecanut(Betelnut/Supari)","Supari","24/07/2019","21000","21000","21000"
"Goa","North Goa","Valpol","Arecanut(Betelnut/Supari)","White","24/07/2019","19500","19500","19500"
"Gujarat","Ahmedabad","Ahmedabad","Banana - Green","Other","24/07/2019","800","1300","1150"
"Gujarat","Ahmedabad","Ahmedabad","Beetroot","Other","24/07/2019","2800","3500","3250"
"Gujarat","Ahmedabad","Ahmedabad","Bhindi(Ladies Finger)","Other","24/07/2019","500","2000","1500"
"Gujarat","Ahmedabad","Ahmedabad","Bitter gourd","Other","24/07/2019","1000","2200","1700"
"Gujarat","Ahmedabad","Ahmedabad","Bottle gourd","Other","24/07/2019","400","1200","900"
"Gujarat","Ahmedabad","Ahmedabad","Brinjal","Other","24/07/2019","500","1600","1150"
"Gujarat","Ahmedabad","Ahmedabad","Cabbage","Other","24/07/2019","2500","2800","2700"
"Gujarat","Ahmedabad","Ahmedabad","Capsicum","Capsicum","24/07/2019","2500","3500","3100"
"Gujarat","Ahmedabad","Ahmedabad","Carrot","Other","24/07/2019","1600","2200","1950"
"Gujarat","Ahmedabad","Ahmedabad","Cauliflower","Other","24/07/2019","1500","2200","1950"
"Gujarat","Ahmedabad","Ahmedabad","Colacasia","Other","24/07/2019","2200","2400","2300"
"Gujarat","Ahmedabad","Ahmedabad","Cucumbar(Kheera)","Other","24/07/2019","800","7000","2650"
"Gujarat","Ahmedabad","Ahmedabad","Drumstick","Other","24/07/2019","3000","5000","4250"
"Gujarat","Ahmedabad","Ahmedabad","Elephant Yam (Suran)","Other","24/07/2019","2000","2400","2250"
"Gujarat","Ahmedabad","Ahmedabad","French Beans (Frasbean)","Other","24/07/2019","3000","4000","3600"
"Gujarat","Ahmedabad","Ahmedabad","Ginger(Green)","Other","24/07/2019","8500","9500","9100"
"Gujarat","Ahmedabad","Ahmedabad","Green Chilli","Other","24/07/2019","1000","2500","1900"
"Gujarat","Ahmedabad","Ahmedabad","Groundnut pods (raw)","Other","24/07/2019","7000","7500","7300"
"Gujarat","Ahmedabad","Ahmedabad","Guar","Other","24/07/2019","1500","3500","2650"
"Gujarat","Ahmedabad","Ahmedabad","Lemon","Other","24/07/2019","1000","4000","2750"
"Gujarat","Ahmedabad","Ahmedabad","Mango (Raw-Ripe)","Other","24/07/2019","2000","2500","2300"
"Gujarat","Ahmedabad","Ahmedabad","Onion Green","Other","24/07/2019","1500","3500","2600"
"Gujarat","Ahmedabad","Ahmedabad","Papaya (Raw)","Other","24/07/2019","800","1000","950"
"Gujarat","Ahmedabad","Ahmedabad","Peas Wet","Other","24/07/2019","8000","11000","9600"
"Gujarat","Ahmedabad","Ahmedabad","Pointed gourd (Parval)","Other","24/07/2019","1200","2500","1900"
"Gujarat","Ahmedabad","Ahmedabad","Pumpkin","Other","24/07/2019","800","1200","1100"
"Gujarat","Ahmedabad","Ahmedabad","Tinda","Other","24/07/2019","1500","2500","2100"
"Gujarat","Ahmedabad","Ahmedabad","Tomato","Other","24/07/2019","2500","4000","3650"
"Gujarat","Ahmedabad","Ahmedabad(Chimanbhai Patal Market Vasana)","Onion","Local","24/07/2019","900","1250","1125"
"Gujarat","Ahmedabad","Ahmedabad(Chimanbhai Patal Market Vasana)","Onion","Nasik","24/07/2019","900","1400","1200"
"Gujarat","Ahmedabad","Ahmedabad(Chimanbhai Patal Market Vasana)","Potato","Chips","24/07/2019","1500","1700","1650"
"Gujarat","Ahmedabad","Ahmedabad(Chimanbhai Patal Market Vasana)","Potato","Desi","24/07/2019","250","600","475"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Apple","Other","24/07/2019","6500","9000","8800"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Banana","Other","24/07/2019","1200","1600","1500"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Chikoos(Sapota)","Other","24/07/2019","4000","4500","4300"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Mango","Other","24/07/2019","4000","5500","5000"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Mousambi(Sweet Lime)","Other","24/07/2019","3500","4000","3800"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Papaya","Other","24/07/2019","1500","2000","1800"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Pineapple","Other","24/07/2019","3800","4200","4000"
"Gujarat","Ahmedabad","Ahmedabad(Fruit Market, Naroda)","Pomegranate","Other","24/07/2019","4000","6500","5300"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Apple","Other","24/07/2019","6500","9000","8800"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Banana","Other","24/07/2019","1200","1600","1500"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Chikoos(Sapota)","Other","24/07/2019","4000","4500","4300"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Mango","Other","24/07/2019","4000","5500","5000"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Mousambi(Sweet Lime)","Other","24/07/2019","3500","4000","3800"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Papaya","Other","24/07/2019","1500","2000","1800"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Pineapple","Other","24/07/2019","3800","4200","4000"
"Gujarat","Ahmedabad","Ahmedabad(Manekchowk)","Pomegranate","Other","24/07/2019","4000","6500","5300"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Amaranthus","Other","24/07/2019","1000","1200","1150"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Coriander(Leaves)","Other","24/07/2019","5000","6000","5600"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Methi(Leaves)","Other","24/07/2019","2000","3500","3000"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Mint(Pudina)","Other","24/07/2019","1500","2250","1950"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Raddish","Other","24/07/2019","1500","2000","1800"
"Gujarat","Ahmedabad","Ahmedabad(Rajnagar sub yard)","Spinach","Other","24/07/2019","1000","2000","1600"
"Gujarat","Ahmedabad","Mandal","Castor Seed","Other","24/07/2019","5325","5375","5350"
"Gujarat","Ahmedabad","Mandal","Cummin Seed(Jeera)","Other","24/07/2019","14025","15925","14975"
"Gujarat","Amreli","Amreli","Arhar (Tur/Red Gram)(Whole)","Hybrid","24/07/2019","2500","4810","3250"
"Gujarat","Amreli","Amreli","Bajra(Pearl Millet/Cumbu)","Hybrid","24/07/2019","2075","2300","2150"
"Gujarat","Amreli","Amreli","Bengal Gram(Gram)(Whole)","Other","24/07/2019","3850","4225","4105"
"Gujarat","Amreli","Amreli","Black Gram (Urd Beans)(Whole)","Hybrid","24/07/2019","5500","5665","5665"
"Gujarat","Amreli","Amreli","Castor Seed","Castor seed","24/07/2019","5070","5270","5255"
"Gujarat","Amreli","Amreli","Cotton","Other","24/07/2019","5085","6195","5970"
"Gujarat","Amreli","Amreli","Cummin Seed(Jeera)","Cummin Seed(Jeera)","24/07/2019","14730","16000","15805"
"Gujarat","Amreli","Amreli","Ground Nut Seed","Ground Nut Seed","24/07/2019","4800","6960","5700"
"Gujarat","Amreli","Amreli","Groundnut","Big (With Shell)","24/07/2019","3025","4805","4165"
"Gujarat","Amreli","Amreli","Groundnut (Split)","Groundnut(Split)","24/07/2019","4450","6130","5735"
"Gujarat","Amreli","Amreli","Jowar(Sorghum)","Jowar ( White)","24/07/2019","1905","3340","3125"
